FULLNAME;TICKER
ORANGEPL.xlsx;opl_y.xlsx
ORBIS.xlsx;orb_y.xlsx
ORCO.xlsx;opg_y.xlsx
ORGANICA.xlsx;org_y.xlsx
ORION.xlsx;orn_y.xlsx
ORPHEE.xlsx;orp_y.xlsx
ORZELBIA.xlsx;obl_y.xlsx
ORZELOPO.xlsx;orl_y.xlsx
OTLOGIS.xlsx;ots_y.xlsx
OVOSTAR.xlsx;ovo_y.xlsx
P24.xlsx;p24_y.xlsx
PAGED.xlsx;pgd_y.xlsx
PAK.xlsx;zep_y.xlsx
PAMAPOL.xlsx;pmp_y.xlsx
PANITERE.xlsx;ter_y.xlsx
PANOVA.xlsx;nva_y.xlsx
PARCELTE.xlsx;pte_y.xlsx
PARTNER.xlsx;prn_y.xlsx
PATENTUS.xlsx;pat_y.xlsx
PATFUND.xlsx;pfd_y.xlsx
PBG.xlsx;pbg_y.xlsx
PBOANIOL.xlsx;pbo_y.xlsx
PBSFINSA.xlsx;pbf_y.xlsx
PCC.xlsx;pci_y.xlsx
PCCEXOL.xlsx;pcx_y.xlsx
PCCROKIT.xlsx;pcr_y.xlsx
PCHVENT.xlsx;pcv_y.xlsx
PCZSA.xlsx;pcz_y.xlsx
PC_GUARD.xlsx;pcg_y.xlsx
PEGASNON.xlsx;pgs_y.xlsx
PEIXIN.xlsx;pex_y.xlsx
PEKABEX.xlsx;pbx_y.xlsx
PEKAES.xlsx;pek_y.xlsx
PEKAO.xlsx;peo_y.xlsx
PELION.xlsx;pel_y.xlsx
PEMANAGE.xlsx;pem_y.xlsx
PEMUG.xlsx;pmg_y.xlsx
PEP.xlsx;pep_y.xlsx
PEPEES.xlsx;pps_y.xlsx
PERMAFIX.xlsx;pfm_y.xlsx
PETROLIN.xlsx;oil_y.xlsx
PFH.xlsx;pfh_y.xlsx
PGE.xlsx;pge_y.xlsx
PGNIG.xlsx;pgn_y.xlsx
PGOSA.xlsx;pgo_y.xlsx
PGSSOFT.xlsx;psw_y.xlsx
PHARMENA.xlsx;phr_y.xlsx
PHN.xlsx;phn_y.xlsx
PHOTON.xlsx;pen_y.xlsx
PIK.xlsx;pik_y.xlsx
PILAB.xlsx;pil_y.xlsx
PKNORLEN.xlsx;pkn_y.xlsx
PKO.xlsx;pko_y.xlsx
PKPCARGO.xlsx;pkp_y.xlsx
PLANTSOF.xlsx;psf_y.xlsx
PLASMA.xlsx;psm_y.xlsx
PLASTBOX.xlsx;plx_y.xlsx
PLASTPAC.xlsx;ppc_y.xlsx
PLATIGE.xlsx;pli_y.xlsx
PLATYNIN.xlsx;piw_y.xlsx
PLAYMAK.xlsx;pmk_y.xlsx
PLAZACEN.xlsx;plz_y.xlsx
PMPG.xlsx;pgm_y.xlsx
POLCOLOR.xlsx;plt_y.xlsx
POLFA.xlsx;plf_y.xlsx
POLICE.xlsx;pce_y.xlsx
POLIMEX.xlsx;pxm_y.xlsx
POLKAP.xlsx;sfk_y.xlsx
POLMAN.xlsx;plm_y.xlsx
POLMED.xlsx;pom_y.xlsx
POLNA.xlsx;pla_y.xlsx
POLNORD.xlsx;pnd_y.xlsx
POLTRO.xlsx;ptn_y.xlsx
POLWAX.xlsx;pwx_y.xlsx
POLYMETA.xlsx;pol_y.xlsx
POWERMED.xlsx;pwm_y.xlsx
POWPRI.xlsx;ppr_y.xlsx
POZBUD.xlsx;poz_y.xlsx
PRAGMAFA.xlsx;prf_y.xlsx
PRAGMAIN.xlsx;pri_y.xlsx
PRAIRIE.xlsx;pdz_y.xlsx
PREFABET.xlsx;pbb_y.xlsx
PREMFOOD.xlsx;pfr_y.xlsx
PRESCO.xlsx;pre_y.xlsx
PRESTO.xlsx;pst_y.xlsx
PRIMAMOD.xlsx;pma_y.xlsx
PRIME.xlsx;pmt_y.xlsx
PRIMECAR.xlsx;pcm_y.xlsx
PROCAD.xlsx;prd_y.xlsx
PROCHEM.xlsx;prm_y.xlsx
PROCHNIK.xlsx;prc_y.xlsx
PROGRES.xlsx;prg_y.xlsx
PROJPRZM.xlsx;pjp_y.xlsx
PROLOG.xlsx;prl_y.xlsx
PROPERTY.xlsx;ple_y.xlsx
PROXY.xlsx;pxy_y.xlsx
PRYMUS.xlsx;prs_y.xlsx
PSG.xlsx;psg_y.xlsx
PTWP.xlsx;ptw_y.xlsx
PULAWY.xlsx;zap_y.xlsx
PYLON.xlsx;pyl_y.xlsx
PZU.xlsx;pzu_y.xlsx
QUANTUM.xlsx;qnt_y.xlsx
QUART.xlsx;qrt_y.xlsx
QUERCUS.xlsx;qrs_y.xlsx
QUMAK.xlsx;qmk_y.xlsx
RADPOL.xlsx;rdl_y.xlsx
RAFAKO.xlsx;rfk_y.xlsx
RAFAMET.xlsx;raf_y.xlsx
RAINBOW.xlsx;rbw_y.xlsx
RAJDY.xlsx;4x4_y.xlsx
RANKPRO.xlsx;rnk_y.xlsx
RAWLPLUG.xlsx;rwl_y.xlsx
RCUNION.xlsx;rcu_y.xlsx
READGE.xlsx;rdg_y.xlsx
RECYKL.xlsx;grc_y.xlsx
REDAN.xlsx;rdn_y.xlsx
REGNON.xlsx;reg_y.xlsx
REINHOLD.xlsx;rhd_y.xlsx
RELPOL.xlsx;rlp_y.xlsx
REMAK.xlsx;rmk_y.xlsx
REMED.xlsx;rem_y.xlsx
RESBUD.xlsx;res_y.xlsx
REVITUM.xlsx;rev_y.xlsx
ROBINSON.xlsx;rbs_y.xlsx
ROBYG.xlsx;rob_y.xlsx
ROCCA.xlsx;rca_y.xlsx
RONSON.xlsx;ron_y.xlsx
ROPCZYCE.xlsx;rpc_y.xlsx
ROTOPINO.xlsx;rot_y.xlsx
ROVESE.xlsx;rse_y.xlsx
ROVITA.xlsx;rov_y.xlsx
RSY.xlsx;rsy_y.xlsx
RUBICON.xlsx;rbc_y.xlsx
RUCHCHO.xlsx;rcw_y.xlsx
RUNICOM.xlsx;run_y.xlsx
S4E.xlsx;s4e_y.xlsx
SADOVAYA.xlsx;sgr_y.xlsx
SAKANA.xlsx;skn_y.xlsx
SANTAND.xlsx;san_y.xlsx
SANWIL.xlsx;snw_y.xlsx
SAPLING.xlsx;sap_y.xlsx
SARE.xlsx;sar_y.xlsx
SCOPAK.xlsx;sco_y.xlsx
SEAMASTE.xlsx;sma_y.xlsx
SECOWAR.xlsx;swg_y.xlsx
SEKA.xlsx;sea_y.xlsx
SEKO.xlsx;sek_y.xlsx
SELENAFM.xlsx;sel_y.xlsx
SELVITA.xlsx;slv_y.xlsx
SERINUS.xlsx;sen_y.xlsx
SESCOM.xlsx;ses_y.xlsx
SETANTA.xlsx;set_y.xlsx
SEVENET.xlsx;sev_y.xlsx
SFDSA.xlsx;sfd_y.xlsx
SFERANET.xlsx;sfn_y.xlsx
SFINKS.xlsx;sfs_y.xlsx
SILESIA.xlsx;sso_y.xlsx
SILVACAP.xlsx;scg_y.xlsx
SILVANO.xlsx;sfg_y.xlsx
SIMPLE.xlsx;sme_y.xlsx
SITE.xlsx;ste_y.xlsx
SKARBIEC.xlsx;skh_y.xlsx
SKOTAN.xlsx;skt_y.xlsx
SKYLINE.xlsx;skl_y.xlsx
SMOKE.xlsx;smk_y.xlsx
SMSKREDY.xlsx;sms_y.xlsx
SMT.xlsx;smt_y.xlsx
SNIEZKA.xlsx;ska_y.xlsx
SOFTBLUE.xlsx;sbe_y.xlsx
SOHODEV.xlsx;shd_y.xlsx
SOLAR.xlsx;sol_y.xlsx
SONEL.xlsx;son_y.xlsx
SOPHARM.xlsx;sph_y.xlsx
SPAC1.xlsx;sp1_y.xlsx
SPCGROUP.xlsx;spc_y.xlsx
STALEXP.xlsx;stx_y.xlsx
STALPROD.xlsx;stp_y.xlsx
STALPROF.xlsx;stf_y.xlsx
STANDREW.xlsx;std_y.xlsx
STANUS.xlsx;stt_y.xlsx
STARFIT.xlsx;sfi_y.xlsx
STARHED.xlsx;shg_y.xlsx
STEMCELL.xlsx;scs_y.xlsx
STOMIL_S.xlsx;snk_y.xlsx
STOPKLA.xlsx;stk_y.xlsx
SUMMALIN.xlsx;sul_y.xlsx
SUNEX.xlsx;snx_y.xlsx
SUNTECH.xlsx;sun_y.xlsx
SURFLAND.xlsx;ssk_y.xlsx
SUWARY.xlsx;suw_y.xlsx
SWISSMED.xlsx;swd_y.xlsx
SWISSPSM.xlsx;swp_y.xlsx
SYGNITY.xlsx;sgn_y.xlsx
SYMBIO.xlsx;sym_y.xlsx
SYNEKTIK.xlsx;snt_y.xlsx
SYNKRET.xlsx;syn_y.xlsx
SYNTHOS.xlsx;sns_y.xlsx
SZAR.xlsx;szr_y.xlsx
T2INVEST.xlsx;t2i_y.xlsx
TABLEO.xlsx;tab_y.xlsx
TALANX.xlsx;tnx_y.xlsx
TALEX.xlsx;tlx_y.xlsx
TAMEX.xlsx;tos_y.xlsx
TARCZYNS.xlsx;tar_y.xlsx
TATRMR.xlsx;tmr_y.xlsx
TAURON.xlsx;tpe_y.xlsx
TAXFUND.xlsx;txf_y.xlsx
TAXNET.xlsx;txn_y.xlsx
TECHMADE.xlsx;tdx_y.xlsx
TELEMED.xlsx;tmp_y.xlsx
TELESTO.xlsx;tlo_y.xlsx
TELESTRA.xlsx;tls_y.xlsx
TELFORCE.xlsx;tfo_y.xlsx
TELGAM.xlsx;tlg_y.xlsx
TELL.xlsx;tel_y.xlsx
TELVALPL.xlsx;tlv_y.xlsx
TERMOEXP.xlsx;tme_y.xlsx
TERMOREX.xlsx;trr_y.xlsx
TERRA.xlsx;hte_y.xlsx
TESGAS.xlsx;tsg_y.xlsx
TFSKOK.xlsx;sko_y.xlsx
TILIA.xlsx;til_y.xlsx
TIM.xlsx;tim_y.xlsx
TOPMEDIC.xlsx;tpm_y.xlsx
TORPOL.xlsx;tor_y.xlsx
TOYA.xlsx;toa_y.xlsx
TRAKCJA.xlsx;trk_y.xlsx
TRANSPOL.xlsx;trn_y.xlsx
TRAVEL.xlsx;tvl_y.xlsx
TRICEPS.xlsx;trc_y.xlsx
TRINITY.xlsx;gty_y.xlsx
TRITON.xlsx;tri_y.xlsx
TROPHY.xlsx;tpr_y.xlsx
TVN.xlsx;tvn_y.xlsx
TWIGON.xlsx;twi_y.xlsx
TYLKOPIL.xlsx;typ_y.xlsx
UBOAT.xlsx;ubt_y.xlsx
ULMA.xlsx;ulm_y.xlsx
UNIBEP.xlsx;uni_y.xlsx
UNICREDI.xlsx;ucg_y.xlsx
UNIMA.xlsx;u2k_y.xlsx
UNIMOT.xlsx;unt_y.xlsx
UNITED.xlsx;utd_y.xlsx
unitid-43001.xlsx;_y.xlsx
unitid-46011.xlsx;egd_ipo_y.xlsx
unitid-47898.xlsx;_y.xlsx
unitid-50383.xlsx;_y.xlsx
UNIWHEEL.xlsx;unw_y.xlsx
URSUS.xlsx;urs_y.xlsx
VAKOMTEK.xlsx;vkt_y.xlsx
VANTAGE.xlsx;vtg_y.xlsx
VARIANT.xlsx;vrt_y.xlsx
VEDIA.xlsx;ved_y.xlsx
VELTO.xlsx;vel_y.xlsx
VENCAPOL.xlsx;vcp_y.xlsx
VENINC.xlsx;vti_y.xlsx
VENITI.xlsx;vnt_y.xlsx
VERBICOM.xlsx;vrb_y.xlsx
VERTE.xlsx;vte_y.xlsx
VIATRON.xlsx;via_y.xlsx
VIDIS.xlsx;vds_y.xlsx
VIGO.xlsx;vgo_y.xlsx
VINDEXUS.xlsx;vin_y.xlsx
VISION.xlsx;viv_y.xlsx
VISTAL.xlsx;vtl_y.xlsx
VISTULA.xlsx;vst_y.xlsx
VIVID.xlsx;vvd_y.xlsx
VOICETEL.xlsx;vct_ipo_y.xlsx
VOTUM.xlsx;vot_y.xlsx
VOXEL.xlsx;vox_y.xlsx
WADEX.xlsx;wax_y.xlsx
WARIMPEX.xlsx;wxf_y.xlsx
WASKO.xlsx;was_y.xlsx
WAWEL.xlsx;wwl_y.xlsx
WDB.xlsx;wdb_y.xlsx
WDX.xlsx;wdx_y.xlsx
WEALTH.xlsx;wby_y.xlsx
WEGLOPEX.xlsx;wpx_y.xlsx
WERTHOL.xlsx;whh_y.xlsx
WESTA.xlsx;wes_y.xlsx
WESTRE.xlsx;wre_y.xlsx
WIELTON.xlsx;wlt_y.xlsx
WIERZY.xlsx;wrl_y.xlsx
WIKANA.xlsx;wik_y.xlsx
WILBO.xlsx;wlb_y.xlsx
WINVESTM.xlsx;wis_y.xlsx
WIRTUALN.xlsx;wpl_y.xlsx
WISTIL.xlsx;wst_y.xlsx
WITTCHEN.xlsx;wtn_y.xlsx
WODKAN.xlsx;wod_y.xlsx
WOJAS.xlsx;woj_y.xlsx
WORKSERV.xlsx;wse_y.xlsx
XPLUS.xlsx;xpl_y.xlsx
XSYSTEM.xlsx;xsm_y.xlsx
YAWAL.xlsx;ywl_y.xlsx
YELLOW.xlsx;yel_y.xlsx
YOURIM.xlsx;you_y.xlsx
YURECO.xlsx;yco_y.xlsx
ZAMET.xlsx;zmt_y.xlsx
ZASTAL.xlsx;zst_y.xlsx
ZETKAMA.xlsx;zka_y.xlsx
ZMMYSLAW.xlsx;mys_y.xlsx
ZORTRAX.xlsx;ztx_ipo_y.xlsx
ZPC_OTM.xlsx;otm_y.xlsx
ZPUE.xlsx;pue_y.xlsx
ZREMBCH.xlsx;zre_y.xlsx
ZUE.xlsx;zue_y.xlsx
ZUK.xlsx;zuk_y.xlsx
ZYWIEC.xlsx;zwc_y.xlsx
